idx,target
0,-0.0013482927189036526
1,-0.000505691139799491
2,0.0006527343892783168
3,0.0007529855264712237
4,-0.001074587176563446
5,-0.00036516401929500143
6,0.00011136579804017457
7,0.0007682156627912455
8,0.00048689062469454937
9,-0.0001781066824498788
10,-0.00046258865515706824
11,0.0003067196803323871
12,-0.0005190804360484901
13,-0.0007289962089246306
14,-0.0008854980330177632
15,-0.0006825836935125044
16,-0.002052763719421987
17,-0.0008529735444185483
18,-0.0022917612433940287
19,-0.0007173154191973534
20,0.0012296686945367844
21,8.651053736221161e-05
22,0.0004537155212056875
23,0.0006667615253632239
24,-0.0009826343349127558
25,-0.0012190076971922746
26,-0.00011171011257084427
27,0.00017674224220677452
28,0.0007589656743785578
29,-0.00015645582561299397
30,0.0004913617197972001
31,-0.0003458800800802368
32,-0.0004940428829677925
33,0.0013420109344171778
34,0.00029895986064993284
35,0.0005754523061879377
36,0.0005855532700857781
37,-8.188989036486124e-05
38,0.0006069692719234519
39,0.0008735888165682029
40,0.0006418326993242184
41,-0.0005328840681297732
42,-0.0009466824220186647
43,-0.0004348852763814029
44,-0.0008648610597556478
45,0.0001886584103038895
46,-0.0004508361332465851
47,-0.0010732896097869118
48,-0.0018229491981625052
49,-0.0008009750788926589
50,0.0014484059956458525
51,-0.0002551528753566784
52,-0.0003505383795801346
53,-0.00034830578719894257
54,-0.00024030090714394176
55,-9.576919265165025e-05
56,0.001098102415865824
57,0.0011246989759189261
58,0.00041576943696799024
59,0.0010977156893975332
60,0.0010631557984687205
61,0.0011025218814250113
62,0.0009512830910526093
63,0.0002039800187459298
64,-0.0004726229232600549
65,0.0003436084133651988
66,0.00041160432502075384
67,0.00032951861179111126
68,0.0004373968533933807
69,0.0002069449248172216
70,0.0014319093030522943
71,0.00038082648507235686
72,0.00027808495667220554
73,0.0002300278558437523
74,-0.0008941631171766159
75,-0.00019022356500632628
76,3.9501356501552285e-05
77,0.0008677027099157028
78,-0.00035285922063030896
79,0.0007753455446190029
80,-0.0009883009352775495
81,-0.0011605308668512424
82,-0.0007643927226025464
83,-0.0010608943375637336
84,-0.0012103497868880338
85,-0.00037268692211788596
86,-7.841895594349656e-05
87,-0.001038625493886842
88,-0.0003482420125069148
89,-0.00043933657253994706
90,7.808603776468386e-05
91,0.0012708365987756636
92,0.0004465424039508001
93,-0.0004267418671601022
94,-0.0004725780549721987
95,-0.00014572199829600223
96,-5.2085988554783754e-05
97,0.00024471253024082847
98,0.00019313295506516166
99,0.0014133380080600393
100,0.00036092136914107767
101,-0.0006762830148725409
102,-0.0009577627172256511
103,8.878519253576069e-05
104,-0.00022377201282246695
105,0.0005832741184611885
106,7.44873047473056e-05
107,-4.5459227772122553e-05
108,5.7663743995627835e-05
109,-8.390603650038842e-05
110,-0.002124471151421184
111,-0.0009598528284322812
112,-0.001116639619923921
113,-0.0002512966187638221
114,0.00022814452451341927
115,3.798333228462999e-05
116,-0.0003865983131002815
117,-0.00019591649394729417
118,-0.0010871526093334284
119,0.00014296826344275957
120,0.00023229898681534323
121,-0.0006095127612935702
122,-0.000185682827442137
123,-0.0006118479139223701
124,0.0002169164841177766
125,0.0008136041031428789
126,0.00010718855695779015
127,-0.00014909935138658167
128,-0.0006597434805421582
129,-0.00017333600163983544
130,0.00072708291270185
131,0.0002536057826190851
132,0.0005312900583604966
133,0.00021302539765794305
134,0.00044787370727004315
135,0.00039123822047380227
136,0.0011771764473958678
137,4.0860058985291334e-05
138,2.070230469551035e-05
139,3.735277252262145e-05
140,-0.00025099074103237314
141,0.0001629243416350646
142,0.000149292927523068
143,-8.949831314236157e-06
144,-0.001508264552942785
145,-0.000676876424790144
146,-0.00022559958770274475
147,-4.612367194491873e-05
148,0.0003694092397005186
149,-0.00019794434185292403
150,9.13745821759964e-05
151,-0.0009209662261871403
152,-0.00046987078317946323
153,0.0001460947345843026
154,-0.0012343059265465025
155,-0.0012791189304686983
156,-0.0015985207462096045
157,-0.001139216444339739
158,0.0015890974216252907
159,0.00030913426661685476
160,-0.00032251174233164775
161,0.0006131365790193397
162,-0.00023922153778569772
163,-0.00026667034308199033
164,-0.0001789930651154641
165,0.0002628635954771169
166,-0.0012535454322706605
167,-0.0014214017130378457
168,-0.0006191302347795055
169,-0.0006410435132625801
170,-0.0006364586858531202
171,-0.0023557611995135993
172,-0.0006096056111124605
173,-0.0017043538945792484
174,0.00020437341411498524
175,-0.0008541694184913956
176,-0.00033828768149102105
177,0.0009444940589650903
178,0.00048672303167022205
179,0.0005618745854553986
180,0.0005797056736523941
181,0.0006932041248011014
182,0.00025460204335118325
183,0.00043415485339952766
184,6.268235506032692e-06
185,0.00015813522401922405
186,0.00020292356819906628
187,-0.0006736947581465977
188,0.00010051224332213161
189,0.0003792312916819429
190,0.00027159607931029204
191,-0.0001580858940818848
192,4.524972072662843e-05
193,0.00018067689403160355
